0.000000000000000000e+00	3.000000000000000000e+01	5.000000000000000000e+00	1.000000000000000000e+03	1.000000000000000000e+02	5.000000000000000000e+02	1.000000000000000000e+02	1.000000000000000000e+02	1.999999999999999778e+00	2.000000000000000000e+01	2.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.611500000000163709e+04	3.000000000000000000e+01	5.000000000000000000e+00	1.000000000000000000e+03	1.000000000000000000e+02	5.000000000000000000e+02	1.000000000000000000e+02	1.000000000000000000e+02	1.999999999999999778e+00	2.000000000000000000e+01	2.000000000000000000e+00	1.000000000000000000e+00	1.000000000000000000e+00	8.400000000000000000e+01	0.000000000000000000e+00	0.000000000000000000e+00	4.611500000000163709e+04
5.000000000000000278e-02	3.000000000000000000e+01	2.421912852509021619e+01	5.262096710266979471e+02	1.252602581293616453e+02	2.889411405297735769e+02	5.090792116098424458e+01	5.039478217946824401e+01	4.316971389035057172e+00	1.384321373354533335e+01	1.174126086278472947e+01	3.320844654634435678e+00	5.214151837665758293e+00	7.641419393922461722e+01	2.104595250144251639e-01	4.945784377646553912e+05	4.611500000000163709e+04	3.000000000000000000e+01	2.421912852509021619e+01	5.262096710266979471e+02	1.252602581293616453e+02	2.889411405297735769e+02	5.090792116098424458e+01	5.039478217946824401e+01	4.316971389035057172e+00	1.384321373354533335e+01	1.174126086278472947e+01	3.320844654634435678e+00	5.214151837665758293e+00	7.641419393922461722e+01	2.104595250144251639e-01	4.945784377646553912e+05	4.611500000000163709e+04
1.000000000000000056e-01	3.000000000000000355e+01	3.407759287566158690e+01	2.890576972493570906e+02	1.455835735601067995e+02	1.785691002437206691e+02	2.598888573153534409e+01	2.543208749172136862e+01	6.388800133460749819e+00	9.165424250454028865e+00	1.893237405664692830e+01	4.484839638858354682e+00	7.151389754593723502e+00	7.596968933746278196e+01	2.108745620479345051e-01	7.421359735889590811e+05	4.611500000000163709e+04	3.000000000000000355e+01	3.407759287566158690e+01	2.890576972493570906e+02	1.455835735601067995e+02	1.785691002437206691e+02	2.598888573153534409e+01	2.543208749172136862e+01	6.388800133460749819e+00	9.165424250454030641e+00	1.893237405664692830e+01	4.484839638858354682e+00	7.151389754593723502e+00	7.596968933746278196e+01	2.108745620479345051e-01	7.421359735889590811e+05	4.611500000000163709e+04
1.500000000000000222e-01	3.000000000000001066e+01	4.269580627854865185e+01	1.702291426779776202e+02	1.614380977142357096e+02	1.173148713310408340e+02	1.327012245744780117e+01	1.285220568726123602e+01	7.725619561796384538e+00	5.771930131970628430e+00	2.389290460751577783e+01	5.175243494877685535e+00	8.293939590728928835e+00	7.781004898753384680e+01	1.604368794278029364e-01	8.661802786638652906e+05	4.611500000000163709e+04	3.000000000000001066e+01	4.269580627854865895e+01	1.702291426779776202e+02	1.614380977142357096e+02	1.173148713310408482e+02	1.327012245744780117e+01	1.285220568726123602e+01	7.725619561796384538e+00	5.771930131970626654e+00	2.389290460751577783e+01	5.175243494877685535e+00	8.293939590728928835e+00	7.781004898753384680e+01	1.604368794278029364e-01	8.661802786638652906e+05	4.611500000000163709e+04
2.000000000000000111e-01	3.000000000000001066e+01	4.954278454545811172e+01	1.107628634525240017e+02	1.730280263282636213e+02	8.269165662754130608e+01	6.777844323956694339e+00	6.516298346347463522e+00	8.497746902499516253e+00	3.498192120593822896e+00	2.707040957812912652e+01	5.625167719097064811e+00	9.018675824494687632e+00	7.982009826167980293e+01	1.129889167541962974e-01	9.282470343243376119e+05	4.611500000000163709e+04	3.000000000000001066e+01	4.954278454545812593e+01	1.107628634525240017e+02	1.730280263282636213e+02	8.269165662754132029e+01	6.777844323956697004e+00	6.516298346347463522e+00	8.497746902499516253e+00	3.498192120593821119e+00	2.707040957812913007e+01	5.625167719097064811e+00	9.018675824494687632e+00	7.982009826167980293e+01	1.129889167541962974e-01	9.282470343243376119e+05	4.611500000000163709e+04
2.500000000000000000e-01	3.000000000000001066e+01	5.455185871789065288e+01	8.096694740793527956e+01	1.810550420660431712e+02	6.289990749487878929e+01	3.458483258879720079e+00	3.318849009963999563e+00	8.929080980378220289e+00	2.059458899986379876e+00	2.900949197380023037e+01	5.928972122534836409e+00	9.484288783447301086e+00	8.138133578675918045e+01	7.808108841138101941e-02	9.593349280799763510e+05	4.611500000000163709e+04	3.000000000000001066e+01	5.455185871789066709e+01	8.096694740793527956e+01	1.810550420660431712e+02	6.289990749487880350e+01	3.458483258879721856e+00	3.318849009963999563e+00	8.929080980378220289e+00	2.059458899986378100e+00	2.900949197380023392e+01	5.928972122534836409e+00	9.484288783447301086e+00	8.138133578675918045e+01	7.808108841138101941e-02	9.593349280799763510e+05	4.611500000000163709e+04
3.000000000000000444e-01	3.000000000000001066e+01	5.801512058751237788e+01	6.608784648539165119e+01	1.863975996591468061e+02	5.153741332409188658e+01	1.766061858569188070e+00	1.708913840625516434e+00	9.168868991422931103e+00	1.184757308092237782e+00	3.015599365160813150e+01	6.133377741241044845e+00	9.779863344051456409e+00	8.244762350721963173e+01	5.394559293138625339e-02	9.748586045854737749e+05	4.611500000000163709e+04	3.000000000000001066e+01	5.801512058751239209e+01	6.608784648539165119e+01	1.863975996591468061e+02	5.153741332409190079e+01	1.766061858569190290e+00	1.708913840625516434e+00	9.168868991422931103e+00	1.184757308092235562e+00	3.015599365160813505e+01	6.133377741241044845e+00	9.779863344051456409e+00	8.244762350721963173e+01	5.394559293138625339e-02	9.748586045854737749e+05	4.611500000000163709e+04
3.500000000000000333e-01	3.000000000000001066e+01	6.032278204065412552e+01	5.864154642462531797e+01	1.898523400763201892e+02	4.497672224804640706e+01	9.014451330964059483e-01	8.957005007316398704e-01	9.300339691735478809e+00	6.689861132891783413e-01	3.081854383774177109e+01	6.268745037091135508e+00	9.965511643859072066e+00	8.312422495444553761e+01	3.746927709603510570e-02	9.826397456932812929e+05	4.611500000000163709e+04	3.000000000000001066e+01	6.032278204065413973e+01	5.864154642462531797e+01	1.898523400763201892e+02	4.497672224804642127e+01	9.014451330964081688e-01	8.957005007316398704e-01	9.300339691735478809e+00	6.689861132891761208e-01	3.081854383774177464e+01	6.268745037091135508e+00	9.965511643859072066e+00	8.312422495444553761e+01	3.746927709603510570e-02	9.826397456932812929e+05	4.611500000000163709e+04
4.000000000000000222e-01	3.000000000000001066e+01	6.179727742200060447e+01	5.491958707091195890e+01	1.920403434737308430e+02	4.119310892535690982e+01	4.602321698404956973e-01	4.848704204976650445e-01	9.372830302306113026e+00	3.720572300220134077e-01	3.119411435780353514e+01	6.356343590152778944e+00	1.008065986278166015e+01	8.353401216986625855e+01	2.607795801809933631e-02	9.865300694940442918e+05	4.611500000000163709e+04	3.000000000000001066e+01	6.179727742200061869e+01	5.491958707091195890e+01	1.920403434737308430e+02	4.119310892535692403e+01	4.602321698404979178e-01	4.848704204976650445e-01	9.372830302306113026e+00	3.720572300220111872e-01	3.119411435780353870e+01	6.356343590152778944e+00	1.008065986278166015e+01	8.353401216986625855e+01	2.607795801809933631e-02	9.865300694940442918e+05	4.611500000000163709e+04
4.500000000000000111e-01	3.000000000000001066e+01	6.274949769840578284e+01	5.305990080157656053e+01	1.934065064141120729e+02	3.898689732207559189e+01	2.349484971507130593e-01	2.770792658603916658e-01	9.415184875960227018e+00	2.037507648095131796e-01	3.140695850809503753e+01	6.411829041100387983e+00	1.015148939253082716e+01	8.377745018410509203e+01	1.784847881864312646e-02	9.884792629362326115e+05	4.611500000000163709e+04	3.000000000000001066e+01	6.274949769840579705e+01	5.305990080157656053e+01	1.934065064141120729e+02	3.898689732207560610e+01	2.349484971507152797e-01	2.770792658603916658e-01	9.415184875960227018e+00	2.037507648095109314e-01	3.140695850809504108e+01	6.411829041100387983e+00	1.015148939253082716e+01	8.377745018410509203e+01	1.784847881864312646e-02	9.884792629362326115e+05	4.611500000000163709e+04
